,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
17786,47,housemaid,divorced,primary,0,617,0,0,telephone,29,7,119,7,-1,0,0
17787,49,blue-collar,married,primary,0,2481,0,1,cellular,29,7,53,5,-1,0,0
17788,58,retired,married,secondary,0,35,0,0,cellular,29,7,336,7,-1,0,0
17789,42,blue-collar,married,secondary,0,1386,1,0,cellular,29,7,222,5,-1,0,0
17790,54,technician,married,secondary,0,3967,0,1,cellular,29,7,90,3,-1,0,0
17791,29,services,married,secondary,0,19,1,0,cellular,29,7,327,6,-1,0,0
17792,42,management,divorced,tertiary,0,826,0,0,telephone,29,7,316,3,-1,0,0
17793,42,blue-collar,married,primary,0,2273,1,0,cellular,29,7,98,2,-1,0,0
17794,46,admin.,married,secondary,0,659,1,0,telephone,29,7,1127,11,-1,0,1
17795,59,management,married,secondary,0,1558,0,0,telephone,29,7,1140,3,-1,0,0
17796,39,blue-collar,married,secondary,0,2457,0,0,cellular,29,7,284,3,-1,0,0
17797,33,self-employed,married,secondary,0,215,1,0,cellular,29,7,543,12,-1,0,0
17798,40,housemaid,married,primary,0,224,1,0,cellular,29,7,138,3,-1,0,0
17799,28,services,married,tertiary,0,599,1,0,cellular,29,7,189,5,-1,0,0
17800,32,technician,married,tertiary,0,-252,1,0,cellular,29,7,52,4,-1,0,0
17801,44,housemaid,married,primary,0,64,0,1,cellular,29,7,223,6,-1,0,0
17802,49,admin.,married,secondary,0,0,1,1,cellular,29,7,71,7,-1,0,0
17803,49,blue-collar,divorced,primary,0,0,1,0,cellular,29,7,468,2,-1,0,0
17804,33,admin.,married,tertiary,0,235,1,0,cellular,29,7,185,6,-1,0,0
17805,48,blue-collar,married,primary,0,1850,1,0,cellular,29,7,61,1,-1,0,0
17806,41,management,married,tertiary,0,328,1,0,cellular,29,7,65,12,-1,0,0
17807,35,management,married,tertiary,0,0,1,0,telephone,29,7,399,12,-1,0,0
17808,47,management,single,tertiary,0,8106,0,0,cellular,29,7,340,3,-1,0,0
17809,35,technician,married,secondary,0,840,1,0,cellular,29,7,281,4,-1,0,0
17810,43,management,married,tertiary,0,1800,0,0,telephone,29,7,103,3,-1,0,0
17811,47,entrepreneur,divorced,secondary,0,2,1,1,cellular,29,7,104,4,-1,0,0
17812,44,housemaid,married,primary,0,1109,1,1,cellular,29,7,176,4,-1,0,0
17813,44,technician,divorced,secondary,0,2340,0,0,cellular,29,7,637,3,-1,0,0
17814,39,technician,married,secondary,0,738,0,1,cellular,29,7,90,2,-1,0,0
17815,56,retired,divorced,secondary,0,-82,0,1,cellular,29,7,234,6,-1,0,0
17816,26,services,single,secondary,0,0,0,0,cellular,29,7,165,23,-1,0,0
17817,51,housemaid,married,unknown,0,174,0,0,telephone,29,7,308,3,-1,0,0
17818,39,services,married,secondary,0,949,1,0,cellular,29,7,75,8,-1,0,0
17819,32,admin.,married,secondary,0,2664,1,0,cellular,29,7,242,7,-1,0,0
17820,45,services,married,secondary,0,219,1,1,cellular,29,7,142,8,-1,0,0
17821,37,admin.,married,secondary,0,0,0,0,cellular,29,7,153,4,-1,0,0
17822,43,entrepreneur,single,tertiary,0,744,0,1,cellular,29,7,619,4,-1,0,0
17823,42,self-employed,married,secondary,0,1508,1,0,cellular,29,7,178,3,-1,0,0
17824,54,services,married,secondary,0,2681,0,0,telephone,29,7,481,3,-1,0,0
17825,34,technician,married,tertiary,0,477,0,0,telephone,29,7,128,11,-1,0,0
17826,58,housemaid,divorced,primary,0,3858,0,0,telephone,29,7,53,6,-1,0,0
17827,39,admin.,married,tertiary,0,9143,0,0,cellular,29,7,851,2,-1,0,0
17828,41,blue-collar,married,secondary,0,2044,1,1,cellular,29,7,234,5,-1,0,0
17829,54,technician,married,primary,0,3067,1,0,telephone,29,7,222,3,-1,0,0
17830,48,management,single,tertiary,0,906,1,0,telephone,29,7,289,9,-1,0,0
17831,47,services,single,secondary,0,591,0,0,cellular,29,7,397,1,-1,0,0
17832,60,management,married,tertiary,0,6657,1,0,cellular,29,7,333,19,-1,0,0
17833,51,blue-collar,married,secondary,0,1151,1,1,cellular,29,7,125,2,-1,0,0
17834,31,entrepreneur,single,tertiary,0,566,1,0,cellular,29,7,333,8,-1,0,0
17835,53,self-employed,married,secondary,0,534,1,0,cellular,29,7,115,4,-1,0,0
17836,60,self-employed,single,tertiary,0,179,0,1,cellular,29,7,79,4,-1,0,0
17837,52,services,divorced,primary,1,-1,0,1,cellular,29,7,112,6,-1,0,0
17838,58,retired,divorced,tertiary,0,1321,0,0,telephone,29,7,157,6,-1,0,0
17839,52,services,married,secondary,0,-232,0,1,cellular,29,7,101,4,-1,0,0
17840,35,technician,married,secondary,0,3297,1,0,cellular,29,7,193,15,-1,0,0
17841,48,management,married,tertiary,0,14530,1,1,telephone,29,7,863,10,-1,0,0
17842,39,management,married,tertiary,0,-409,1,0,cellular,29,7,590,23,-1,0,0
17843,49,services,divorced,secondary,0,933,0,1,cellular,29,7,92,33,-1,0,0
17844,43,unemployed,married,secondary,0,1630,0,0,cellular,29,7,153,3,-1,0,0
17846,28,services,married,secondary,0,376,0,1,telephone,29,7,49,4,-1,0,0
17847,32,technician,married,secondary,0,1,0,1,cellular,29,7,123,6,-1,0,0
17848,56,services,divorced,secondary,0,1007,0,0,cellular,29,7,88,6,-1,0,0
17849,58,unemployed,married,secondary,0,610,1,0,telephone,29,7,246,2,-1,0,0
17850,52,management,married,tertiary,0,1453,0,0,telephone,29,7,254,21,-1,0,0
17851,58,services,married,secondary,0,10,1,1,cellular,30,7,95,5,-1,0,0
17852,56,blue-collar,married,secondary,0,1316,0,0,cellular,30,7,76,5,-1,0,0
17853,50,blue-collar,married,secondary,0,3436,1,1,cellular,30,7,182,4,-1,0,0
17854,44,management,married,tertiary,0,4968,1,0,cellular,30,7,76,14,-1,0,0
17855,30,services,married,primary,0,1015,1,0,cellular,30,7,11,8,-1,0,0
17856,25,technician,single,secondary,0,35,1,0,cellular,30,7,96,29,-1,0,0
17857,31,blue-collar,single,unknown,0,-340,1,0,cellular,30,7,520,6,-1,0,0
17858,27,technician,married,secondary,0,0,1,0,cellular,30,7,138,8,-1,0,0
17859,52,admin.,married,secondary,0,1746,0,0,cellular,30,7,142,9,-1,0,0
17860,52,blue-collar,single,primary,0,1400,0,0,cellular,30,7,103,4,-1,0,0
17861,37,technician,single,secondary,0,103,1,0,cellular,30,7,124,3,-1,0,0
17862,25,services,single,secondary,0,5,0,1,cellular,30,7,84,6,-1,0,0
17863,33,services,married,secondary,0,-333,1,0,cellular,30,7,329,5,-1,0,0
17864,57,retired,married,primary,0,2927,0,1,telephone,30,7,78,5,-1,0,0
17865,41,blue-collar,married,primary,0,33,1,1,cellular,30,7,125,5,-1,0,0
17866,51,retired,married,secondary,0,1017,0,0,cellular,30,7,353,6,-1,0,0
17867,58,retired,married,primary,0,10628,0,0,cellular,30,7,189,4,-1,0,0
17868,39,admin.,married,secondary,0,406,0,0,cellular,30,7,253,5,-1,0,0
17869,26,technician,single,secondary,0,0,0,1,cellular,30,7,65,26,-1,0,0
17870,50,admin.,married,secondary,0,2678,0,0,telephone,30,7,1011,6,-1,0,1
17871,51,technician,divorced,unknown,0,3560,1,0,cellular,30,7,334,6,-1,0,0
17872,38,management,single,tertiary,0,5073,1,0,cellular,30,7,68,4,-1,0,0
17873,46,housemaid,married,secondary,0,271,1,0,cellular,30,7,1013,29,-1,0,1
17874,56,entrepreneur,divorced,tertiary,0,2975,0,1,cellular,30,7,28,13,-1,0,0
17875,27,technician,single,secondary,0,151,0,0,cellular,30,7,139,3,-1,0,0
17876,33,unemployed,married,secondary,0,66,0,1,cellular,30,7,189,8,-1,0,0
17877,42,management,married,secondary,0,0,0,0,cellular,30,7,458,3,-1,0,0
17878,47,management,single,tertiary,0,255,0,1,cellular,30,7,802,4,-1,0,1
17879,27,blue-collar,single,primary,0,-71,0,1,cellular,30,7,70,3,-1,0,0
17880,28,blue-collar,single,primary,0,1199,1,0,cellular,30,7,1011,20,-1,0,0
17881,49,admin.,divorced,secondary,0,-73,1,0,cellular,30,7,31,22,-1,0,0
17882,42,admin.,married,secondary,0,947,0,0,cellular,30,7,158,2,-1,0,0
17883,41,management,married,tertiary,0,15,1,0,cellular,30,7,59,2,-1,0,0
17884,55,services,married,unknown,0,715,1,0,telephone,30,7,90,2,-1,0,0
17885,49,management,married,tertiary,0,5969,0,0,cellular,30,7,258,2,-1,0,0
17886,26,admin.,single,secondary,1,-42,0,1,cellular,30,7,305,3,-1,0,0
17887,43,blue-collar,married,secondary,0,511,1,0,cellular,30,7,67,7,-1,0,0
17888,59,retired,single,secondary,0,2303,0,1,telephone,30,7,128,2,-1,0,0
17889,34,management,married,tertiary,0,13,1,0,cellular,30,7,99,3,-1,0,0
17890,60,retired,divorced,secondary,0,1382,0,0,cellular,30,7,112,10,-1,0,0
17891,56,retired,divorced,primary,0,1177,0,0,cellular,30,7,39,2,-1,0,0
17892,45,blue-collar,married,unknown,0,13265,0,0,cellular,30,7,113,2,-1,0,0
17893,39,admin.,divorced,secondary,0,83,1,0,cellular,30,7,69,6,-1,0,0
17894,58,management,married,tertiary,0,0,0,0,cellular,30,7,120,2,-1,0,0
17895,58,retired,married,secondary,0,901,1,1,cellular,30,7,235,2,-1,0,0
17896,41,management,married,tertiary,0,2646,0,0,cellular,30,7,81,2,-1,0,0
17897,44,blue-collar,married,secondary,0,0,0,0,cellular,30,7,684,2,-1,0,1
17898,33,blue-collar,married,secondary,0,5441,1,0,cellular,30,7,312,6,-1,0,0
17899,46,self-employed,divorced,tertiary,0,21,0,0,cellular,30,7,566,2,-1,0,1
17900,55,blue-collar,married,unknown,0,1665,0,0,telephone,30,7,89,2,-1,0,0
17901,40,blue-collar,married,primary,0,1073,0,0,cellular,30,7,42,2,-1,0,0
17902,33,entrepreneur,married,tertiary,0,775,1,1,cellular,30,7,60,3,-1,0,0
17903,36,services,married,secondary,0,0,0,0,cellular,30,7,843,2,-1,0,1
17904,47,admin.,single,secondary,0,-874,1,0,cellular,30,7,528,2,-1,0,0
17905,42,technician,single,secondary,0,746,0,0,cellular,30,7,86,2,-1,0,0
17906,45,admin.,married,secondary,0,3307,0,0,cellular,30,7,129,2,-1,0,0
17907,44,management,married,secondary,0,4425,0,0,cellular,30,7,477,2,-1,0,0
17908,45,admin.,divorced,secondary,0,1201,0,0,cellular,30,7,652,2,-1,0,0
17909,51,housemaid,married,tertiary,0,390,1,0,cellular,30,7,102,3,-1,0,0
17910,36,technician,married,secondary,0,318,0,0,cellular,30,7,295,2,-1,0,0
17911,36,unemployed,single,unknown,0,4481,0,0,telephone,30,7,99,2,-1,0,0
17912,39,blue-collar,married,unknown,0,1181,1,0,cellular,30,7,650,2,-1,0,1
17913,51,services,divorced,secondary,0,0,0,0,telephone,30,7,273,4,-1,0,0
17914,52,blue-collar,married,secondary,0,698,0,0,telephone,30,7,38,2,-1,0,0
17915,35,self-employed,divorced,secondary,0,3443,0,0,cellular,30,7,409,4,-1,0,0
17916,48,technician,married,secondary,0,862,0,0,cellular,30,7,160,2,-1,0,0
17917,43,blue-collar,married,primary,0,548,0,0,cellular,30,7,100,9,-1,0,0
17918,39,technician,married,secondary,0,-1451,1,1,cellular,30,7,65,5,-1,0,0
17919,54,blue-collar,married,secondary,0,898,0,0,telephone,30,7,641,2,-1,0,0
17920,38,unemployed,single,secondary,0,7159,0,0,telephone,30,7,285,2,-1,0,0
17921,47,blue-collar,married,primary,0,320,0,0,telephone,30,7,203,2,-1,0,0
17923,52,admin.,married,secondary,0,686,0,0,cellular,30,7,544,2,-1,0,0
17924,42,services,single,unknown,0,974,0,0,cellular,30,7,73,2,-1,0,0
17925,54,entrepreneur,married,tertiary,0,0,0,0,cellular,30,7,250,5,-1,0,0
17926,58,management,divorced,secondary,0,3161,0,0,telephone,30,7,542,2,-1,0,1
17927,47,self-employed,married,tertiary,0,192,0,0,telephone,30,7,120,6,-1,0,0
17928,53,management,divorced,tertiary,0,93,0,0,cellular,30,7,219,2,-1,0,0
17929,49,technician,married,secondary,0,1091,0,0,telephone,30,7,47,2,-1,0,0
17930,29,technician,married,secondary,0,3615,1,0,cellular,30,7,93,3,-1,0,0
17931,43,technician,single,secondary,0,54,1,0,cellular,30,7,62,2,-1,0,0
17932,52,housemaid,married,tertiary,0,43,0,0,cellular,30,7,32,2,-1,0,0
17933,42,blue-collar,married,secondary,0,-269,1,0,telephone,30,7,100,6,-1,0,0
17934,57,retired,married,tertiary,0,11254,0,0,cellular,30,7,229,2,-1,0,0
17935,45,blue-collar,married,secondary,0,0,0,0,cellular,30,7,25,2,-1,0,0
17936,37,admin.,divorced,tertiary,0,43,1,0,cellular,30,7,65,2,-1,0,0
17937,37,housemaid,married,unknown,0,0,0,0,telephone,30,7,195,4,-1,0,0
17938,50,technician,divorced,secondary,0,1303,0,0,telephone,30,7,274,2,-1,0,0
17939,44,technician,single,secondary,0,3438,1,0,telephone,30,7,68,2,-1,0,0
17940,53,blue-collar,divorced,primary,0,235,0,0,cellular,30,7,241,2,-1,0,0
17941,48,unemployed,single,primary,0,63,0,0,cellular,30,7,29,4,-1,0,0
17942,55,management,married,primary,0,3293,0,0,telephone,30,7,64,2,-1,0,0
17943,56,blue-collar,married,unknown,0,260,1,0,telephone,30,7,250,2,-1,0,0
17944,50,admin.,single,primary,0,1367,0,0,telephone,30,7,270,2,-1,0,0
17945,41,management,married,tertiary,0,1715,0,1,cellular,30,7,695,2,-1,0,0
17946,56,housemaid,single,secondary,0,68,0,1,cellular,30,7,85,3,-1,0,0
17947,53,entrepreneur,single,unknown,0,717,0,0,cellular,30,7,594,2,-1,0,0
17948,48,unemployed,married,primary,0,608,0,0,cellular,30,7,362,2,-1,0,0
17949,38,technician,single,tertiary,0,2350,0,0,cellular,30,7,101,2,-1,0,0
17950,41,management,married,tertiary,0,636,1,0,telephone,30,7,80,2,-1,0,0
17951,43,services,married,secondary,0,-1,0,0,cellular,30,7,605,2,-1,0,0
17952,60,blue-collar,married,secondary,0,241,1,0,telephone,30,7,42,3,-1,0,0
17953,26,blue-collar,married,secondary,0,0,1,1,telephone,30,7,51,20,-1,0,0
17954,31,self-employed,married,tertiary,0,0,1,0,cellular,30,7,1037,24,-1,0,0
17955,32,admin.,married,secondary,0,0,1,0,cellular,30,7,71,5,-1,0,0
17956,42,technician,married,secondary,0,0,0,0,cellular,30,7,351,2,-1,0,0
17957,45,technician,divorced,secondary,0,245,1,0,cellular,30,7,76,3,-1,0,0
17958,50,blue-collar,married,secondary,0,917,1,0,cellular,30,7,58,2,-1,0,0
17959,45,unemployed,married,tertiary,0,579,1,0,cellular,30,7,141,2,-1,0,0
17960,55,services,divorced,secondary,0,1817,0,0,cellular,30,7,404,4,-1,0,0
17961,54,retired,single,secondary,0,10621,0,0,cellular,30,7,187,2,-1,0,0
17962,37,admin.,divorced,secondary,0,241,1,1,cellular,30,7,55,25,-1,0,0
17963,30,housemaid,married,primary,0,462,0,1,cellular,30,7,274,3,-1,0,0
17964,51,blue-collar,married,secondary,0,0,0,0,telephone,30,7,145,4,-1,0,0
17965,49,technician,married,primary,0,1415,1,0,cellular,30,7,269,2,-1,0,0
17966,45,entrepreneur,married,secondary,0,-479,1,0,cellular,30,7,167,2,-1,0,0
17967,51,retired,divorced,primary,0,1193,1,0,cellular,30,7,85,2,-1,0,0
17968,43,blue-collar,single,secondary,0,99,0,0,cellular,30,7,226,2,-1,0,0
17969,44,management,married,secondary,0,488,0,1,cellular,30,7,292,11,-1,0,0
17970,47,blue-collar,divorced,secondary,1,-535,1,0,cellular,30,7,71,2,-1,0,0
17971,53,technician,married,secondary,0,-440,0,0,cellular,30,7,14,33,-1,0,0
17972,27,self-employed,single,secondary,0,152,0,0,cellular,30,7,80,3,-1,0,0
17973,51,technician,divorced,secondary,0,43,0,0,cellular,30,7,220,2,-1,0,0
17974,55,services,married,secondary,0,96,0,0,telephone,30,7,340,2,-1,0,0
17975,45,blue-collar,single,unknown,0,713,0,0,cellular,30,7,148,2,-1,0,0
17976,51,blue-collar,divorced,primary,0,837,0,0,telephone,30,7,41,2,-1,0,0
17977,36,management,married,tertiary,0,6641,0,0,cellular,30,7,105,4,-1,0,0
17978,39,blue-collar,married,primary,0,1014,0,0,cellular,30,7,261,4,-1,0,0
17979,54,management,single,secondary,0,602,0,0,cellular,30,7,101,2,-1,0,0
17980,45,blue-collar,married,secondary,0,3,0,1,telephone,30,7,154,2,-1,0,0
17981,44,blue-collar,married,primary,0,0,1,0,cellular,30,7,83,2,-1,0,0
17982,46,technician,married,secondary,0,0,0,0,cellular,30,7,77,2,-1,0,0
17983,38,services,married,secondary,0,105,0,0,cellular,30,7,244,2,-1,0,0
17984,30,services,divorced,secondary,0,0,1,1,cellular,30,7,102,3,-1,0,0
17985,46,management,married,secondary,1,-333,0,1,cellular,30,7,597,2,-1,0,0
17986,52,management,married,tertiary,0,0,1,0,cellular,30,7,161,6,-1,0,0
17987,41,management,single,tertiary,0,1373,0,0,cellular,30,7,81,2,-1,0,0
17988,45,technician,married,primary,0,6535,0,0,cellular,30,7,639,2,-1,0,0
17989,44,services,married,secondary,0,2439,1,0,cellular,30,7,133,2,-1,0,0
17990,36,entrepreneur,single,secondary,0,296,0,0,cellular,30,7,122,2,-1,0,0
17991,35,services,married,secondary,0,5,0,0,cellular,30,7,153,2,-1,0,0
17992,38,blue-collar,married,secondary,0,1149,0,0,cellular,30,7,41,2,-1,0,0
17993,56,retired,married,secondary,0,485,0,0,cellular,30,7,70,2,-1,0,0
17994,32,unemployed,married,tertiary,0,7,1,0,cellular,30,7,29,3,-1,0,0
17995,58,management,married,secondary,0,2739,1,0,cellular,30,7,86,6,-1,0,0
17996,54,admin.,married,primary,0,0,0,0,cellular,30,7,255,2,-1,0,0
17997,39,services,married,secondary,0,861,1,0,cellular,30,7,218,4,-1,0,0
17998,56,unemployed,married,secondary,0,1340,0,1,telephone,30,7,197,6,-1,0,0
17999,56,management,married,tertiary,0,247,0,0,cellular,30,7,44,2,-1,0,0
18000,60,retired,married,secondary,0,5632,1,0,cellular,30,7,380,7,-1,0,0
18001,44,unemployed,single,primary,1,-4,0,1,cellular,30,7,788,2,-1,0,1
18002,36,unemployed,divorced,secondary,0,2178,1,0,cellular,30,7,74,2,-1,0,0
18003,54,technician,married,secondary,0,273,1,0,cellular,30,7,55,3,-1,0,0
18004,39,blue-collar,married,secondary,0,0,1,0,cellular,30,7,61,3,-1,0,0
18005,49,entrepreneur,divorced,unknown,1,-701,1,0,cellular,30,7,988,2,-1,0,1
18006,54,admin.,divorced,secondary,0,1383,1,1,cellular,30,7,622,4,-1,0,0
18007,47,management,divorced,tertiary,0,8226,1,0,cellular,30,7,137,2,-1,0,0
18008,55,unemployed,married,secondary,0,4372,1,0,cellular,30,7,122,2,-1,0,0
18009,45,admin.,divorced,unknown,0,998,1,0,telephone,30,7,38,2,-1,0,0
18010,42,blue-collar,single,primary,0,92,0,0,cellular,30,7,86,2,-1,0,0
18011,44,housemaid,divorced,primary,0,629,0,0,cellular,30,7,432,4,-1,0,0
18012,46,admin.,divorced,secondary,0,1203,0,0,cellular,30,7,227,8,-1,0,0
18013,39,admin.,married,secondary,0,-139,0,0,cellular,30,7,120,2,-1,0,0
18014,40,management,divorced,tertiary,0,69,1,0,cellular,30,7,149,2,-1,0,0
18015,55,management,married,tertiary,0,-375,0,0,cellular,30,7,814,2,-1,0,1
18016,50,blue-collar,married,secondary,0,0,0,0,cellular,30,7,144,9,-1,0,0
18017,31,technician,married,secondary,0,0,1,0,cellular,30,7,126,3,-1,0,0
18018,45,management,married,primary,0,321,1,0,cellular,30,7,918,4,-1,0,0
18019,57,blue-collar,married,primary,1,195,0,1,telephone,30,7,185,4,-1,0,0
18020,52,unemployed,married,primary,0,959,0,0,telephone,30,7,694,2,-1,0,1
18021,44,management,divorced,tertiary,0,6486,0,0,cellular,30,7,272,4,-1,0,0
18022,56,self-employed,married,secondary,0,784,0,1,cellular,30,7,149,2,-1,0,0
18023,37,services,married,secondary,0,4151,1,1,cellular,30,7,543,4,-1,0,1
18024,44,services,married,secondary,0,1335,1,0,cellular,30,7,94,5,-1,0,0
18025,59,management,married,primary,0,3831,0,0,telephone,30,7,87,4,-1,0,0
18026,60,retired,divorced,secondary,0,1091,0,0,cellular,30,7,441,5,-1,0,1
18027,47,technician,married,tertiary,0,0,1,1,cellular,30,7,89,2,-1,0,0
18028,53,self-employed,married,primary,0,4576,0,0,telephone,30,7,82,2,-1,0,0
18029,29,housemaid,married,secondary,0,1082,0,1,cellular,30,7,77,4,-1,0,0
18030,52,blue-collar,single,secondary,0,359,1,0,cellular,30,7,444,2,-1,0,0
18031,53,technician,married,secondary,0,1389,0,0,telephone,30,7,34,4,-1,0,0
18032,59,retired,married,secondary,0,0,1,0,cellular,30,7,73,4,-1,0,0
18033,42,blue-collar,married,unknown,0,-406,1,0,cellular,30,7,152,5,-1,0,0
18034,56,retired,divorced,secondary,0,1005,0,1,cellular,30,7,69,4,-1,0,0
18035,37,blue-collar,single,primary,0,554,1,0,cellular,30,7,74,3,-1,0,0
18036,44,unemployed,married,primary,0,51,0,0,cellular,30,7,289,4,-1,0,0
18037,38,entrepreneur,married,primary,0,0,1,0,cellular,30,7,172,4,-1,0,0
18038,44,blue-collar,married,primary,0,276,1,0,cellular,30,7,535,2,-1,0,0
18039,31,management,married,tertiary,0,18,1,0,cellular,30,7,72,19,-1,0,0
18040,41,management,single,unknown,0,335,0,0,cellular,30,7,44,4,-1,0,0
18041,46,technician,divorced,secondary,0,2862,1,1,cellular,30,7,132,3,-1,0,0
18042,41,services,married,unknown,1,-1,0,1,cellular,30,7,1171,4,-1,0,1
18043,38,technician,married,secondary,1,238,0,0,cellular,30,7,376,8,-1,0,0
18044,44,admin.,married,secondary,0,1305,0,0,cellular,30,7,72,4,-1,0,0
18045,59,retired,married,secondary,0,3414,0,0,telephone,30,7,117,6,-1,0,0
18046,57,housemaid,divorced,primary,0,3819,0,0,telephone,30,7,1001,2,-1,0,0
18047,36,management,married,tertiary,0,96,0,0,cellular,30,7,729,4,-1,0,1
18048,58,unemployed,single,secondary,0,1013,1,0,cellular,30,7,341,5,-1,0,0
18049,35,admin.,divorced,secondary,0,0,0,0,cellular,30,7,186,6,-1,0,0
18050,41,blue-collar,divorced,primary,0,0,0,0,cellular,30,7,509,2,-1,0,1
18051,52,self-employed,married,secondary,0,1498,1,0,cellular,30,7,1078,11,-1,0,0
18052,53,services,married,secondary,0,1194,0,0,telephone,30,7,166,4,-1,0,0
18053,51,technician,married,secondary,1,61,0,1,telephone,30,7,27,20,-1,0,0
18054,38,unemployed,single,secondary,0,223,1,0,cellular,30,7,698,4,-1,0,0
18055,35,management,married,tertiary,0,648,0,0,cellular,30,7,674,2,-1,0,0
18056,55,management,single,secondary,0,1507,1,0,cellular,30,7,114,3,-1,0,0
18057,50,entrepreneur,married,secondary,0,1011,1,0,telephone,30,7,340,2,-1,0,0
18058,40,technician,married,secondary,0,286,0,0,cellular,30,7,106,4,-1,0,0
18059,46,self-employed,single,primary,0,2032,0,0,cellular,30,7,424,2,-1,0,0
18060,29,blue-collar,single,tertiary,0,11310,1,0,cellular,30,7,436,3,-1,0,0
18061,40,technician,married,secondary,0,657,1,0,cellular,30,7,159,2,-1,0,0
18062,50,blue-collar,divorced,primary,0,-333,0,1,cellular,30,7,208,2,-1,0,0
18063,46,admin.,divorced,tertiary,0,-363,0,1,cellular,30,7,96,11,-1,0,0
18064,35,blue-collar,married,primary,0,0,1,0,cellular,30,7,359,2,-1,0,0
18065,36,admin.,single,secondary,0,1328,0,0,cellular,30,7,69,9,-1,0,0
18066,53,unemployed,single,secondary,0,4,0,0,cellular,30,7,259,3,-1,0,0
18067,48,blue-collar,married,secondary,0,-202,1,1,cellular,30,7,225,4,-1,0,0
18068,50,entrepreneur,married,tertiary,0,230,0,0,telephone,30,7,1089,4,-1,0,1
18069,56,retired,married,primary,0,152,1,1,cellular,30,7,65,7,-1,0,0
18070,40,entrepreneur,married,secondary,0,0,1,0,cellular,30,7,106,23,-1,0,0
18071,43,self-employed,divorced,primary,0,0,0,0,cellular,30,7,266,6,-1,0,0
18072,44,housemaid,married,primary,0,-156,0,1,cellular,30,7,1211,2,-1,0,1
18073,53,entrepreneur,married,tertiary,0,1046,1,1,cellular,30,7,50,20,-1,0,0
18074,60,retired,married,primary,0,0,0,0,telephone,30,7,130,3,-1,0,0
18075,37,blue-collar,married,primary,0,11,0,0,telephone,30,7,109,8,-1,0,0
18076,51,admin.,married,secondary,1,-160,0,1,cellular,30,7,118,4,-1,0,0
18077,59,management,married,tertiary,0,1308,0,0,cellular,30,7,183,4,-1,0,0
18078,60,housemaid,married,primary,0,726,0,1,cellular,30,7,94,5,-1,0,0
18080,32,services,married,secondary,0,-31,0,1,telephone,30,7,96,6,-1,0,0
18081,54,technician,married,secondary,0,114,0,0,cellular,30,7,458,3,-1,0,1
18082,41,services,married,secondary,0,1785,0,0,cellular,30,7,225,7,-1,0,0
18083,26,blue-collar,single,secondary,0,179,0,0,cellular,30,7,103,3,-1,0,0
18084,30,admin.,single,secondary,0,1223,1,0,cellular,30,7,112,5,-1,0,0
18085,47,blue-collar,married,primary,0,269,1,0,cellular,30,7,145,5,-1,0,0
18086,42,blue-collar,married,secondary,0,2374,0,0,cellular,30,7,143,2,-1,0,0
18087,33,blue-collar,married,secondary,0,328,1,0,telephone,30,7,216,9,-1,0,0
18088,30,technician,married,tertiary,0,-340,1,1,telephone,30,7,156,8,-1,0,0
18089,34,management,single,secondary,0,356,1,0,cellular,30,7,52,7,-1,0,0
18090,45,technician,married,secondary,0,1841,1,0,cellular,30,7,154,2,-1,0,0
18091,34,management,married,tertiary,0,2892,1,1,cellular,30,7,1165,7,-1,0,0
18092,54,management,single,secondary,0,555,0,1,cellular,30,7,117,11,-1,0,0
18093,36,technician,divorced,secondary,0,664,1,1,cellular,30,7,266,4,-1,0,0
18094,35,blue-collar,single,unknown,0,217,1,0,cellular,30,7,107,11,-1,0,0
18095,39,services,married,secondary,0,1116,1,0,cellular,30,7,486,2,-1,0,0
18096,53,technician,married,secondary,0,6671,1,1,cellular,30,7,72,9,-1,0,0
18097,40,admin.,divorced,secondary,0,4,0,0,cellular,30,7,63,3,-1,0,0
18098,37,student,divorced,tertiary,0,0,0,0,telephone,30,7,100,6,-1,0,0
18099,42,unemployed,single,secondary,0,2613,1,0,cellular,30,7,174,6,-1,0,0
18100,25,admin.,married,secondary,0,242,1,0,cellular,30,7,62,12,-1,0,0
18101,30,services,married,secondary,0,-176,1,0,cellular,30,7,47,31,-1,0,0
18102,32,admin.,married,secondary,0,167,1,0,cellular,30,7,103,6,-1,0,0
18103,55,blue-collar,single,secondary,0,197,0,0,cellular,30,7,95,6,-1,0,0
18104,58,management,married,tertiary,0,591,1,0,cellular,30,7,233,3,-1,0,0
18105,30,services,single,secondary,0,726,1,1,cellular,30,7,109,3,-1,0,0
18106,44,management,married,secondary,0,-665,0,0,cellular,30,7,342,3,-1,0,0
18107,27,housemaid,married,primary,0,3,1,1,cellular,30,7,64,4,-1,0,0
18108,26,admin.,single,secondary,0,443,0,0,cellular,30,7,84,3,-1,0,0
18109,31,entrepreneur,married,secondary,0,1302,1,0,cellular,30,7,89,3,-1,0,0
18110,50,management,married,tertiary,0,398,0,0,telephone,30,7,1567,5,-1,0,0
18111,33,admin.,married,secondary,0,0,1,0,cellular,30,7,41,5,-1,0,0
18113,45,technician,married,secondary,0,2922,0,0,cellular,30,7,153,3,-1,0,0
18114,60,housemaid,married,unknown,0,15681,0,0,cellular,30,7,140,3,-1,0,0
18115,43,blue-collar,married,secondary,0,-179,1,0,cellular,30,7,335,6,-1,0,0
